category,location,crop_name,year,min_price_inr,max_price_inr
Pulses,Nagarkurnool,Green Gram (Moong),2025,29,48
Pulses,Nalgonda,Green Gram (Moong),2019,20,38
Pulses,Nalgonda,Green Gram (Moong),2020,30,47
Pulses,Nalgonda,Green Gram (Moong),2021,38,53
Pulses,Nalgonda,Green Gram (Moong),2022,35,48
Pulses,Nalgonda,Green Gram (Moong),2023,52,65
Pulses,Nalgonda,Green Gram (Moong),2024,35,46
Pulses,Nalgonda,Green Gram (Moong),2025,37,55
Pulses,Nirmal,Green Gram (Moong),2019,21,31
Pulses,Nirmal,Green Gram (Moong),2020,27,39
Pulses,Nirmal,Green Gram (Moong),2021,43,53
Pulses,Nirmal,Green Gram (Moong),2022,25,42
Pulses,Nirmal,Green Gram (Moong),2023,28,46
Pulses,Nirmal,Green Gram (Moong),2024,38,52
Pulses,Nirmal,Green Gram (Moong),2025,53,69
Pulses,Nizamabad,Green Gram (Moong),2019,38,53
Pulses,Nizamabad,Green Gram (Moong),2020,29,39
Pulses,Nizamabad,Green Gram (Moong),2021,22,36
Pulses,Nizamabad,Green Gram (Moong),2022,47,67
Pulses,Nizamabad,Green Gram (Moong),2023,39,51
Pulses,Nizamabad,Green Gram (Moong),2024,19,34
Pulses,Nizamabad,Green Gram (Moong),2025,53,68
Pulses,Peddapalli,Green Gram (Moong),2019,30,44
Pulses,Peddapalli,Green Gram (Moong),2020,34,52
Pulses,Peddapalli,Green Gram (Moong),2021,14,33
Pulses,Peddapalli,Green Gram (Moong),2022,30,47
Pulses,Peddapalli,Green Gram (Moong),2023,19,39
Pulses,Peddapalli,Green Gram (Moong),2024,33,46
Pulses,Peddapalli,Green Gram (Moong),2025,25,36
Pulses,Rajanna Sircilla,Green Gram (Moong),2019,13,26
Pulses,Rajanna Sircilla,Green Gram (Moong),2020,36,50
Pulses,Rajanna Sircilla,Green Gram (Moong),2021,22,41
Pulses,Rajanna Sircilla,Green Gram (Moong),2022,38,50
Pulses,Rajanna Sircilla,Green Gram (Moong),2023,23,42
Pulses,Rajanna Sircilla,Green Gram (Moong),2024,33,46
Pulses,Rajanna Sircilla,Green Gram (Moong),2025,20,30
Pulses,Rangareddy,Green Gram (Moong),2019,43,54
Pulses,Rangareddy,Green Gram (Moong),2020,51,62
Pulses,Rangareddy,Green Gram (Moong),2021,40,58
Pulses,Rangareddy,Green Gram (Moong),2022,35,51
Pulses,Rangareddy,Green Gram (Moong),2023,30,47
Pulses,Rangareddy,Green Gram (Moong),2024,55,68
Pulses,Rangareddy,Green Gram (Moong),2025,49,64
Pulses,Sangareddy,Green Gram (Moong),2019,31,48
Pulses,Sangareddy,Green Gram (Moong),2020,18,32
Pulses,Sangareddy,Green Gram (Moong),2021,46,62
Pulses,Sangareddy,Green Gram (Moong),2022,38,50
Pulses,Sangareddy,Green Gram (Moong),2023,35,48
Pulses,Sangareddy,Green Gram (Moong),2024,36,55
Pulses,Sangareddy,Green Gram (Moong),2025,33,52
Pulses,Siddipet,Green Gram (Moong),2019,57,77
Pulses,Siddipet,Green Gram (Moong),2020,30,44
Pulses,Siddipet,Green Gram (Moong),2021,50,68
Pulses,Siddipet,Green Gram (Moong),2022,24,38
Pulses,Siddipet,Green Gram (Moong),2023,29,43
Pulses,Siddipet,Green Gram (Moong),2024,21,39
Pulses,Siddipet,Green Gram (Moong),2025,34,50
Pulses,Suryapet,Green Gram (Moong),2019,29,47
Pulses,Suryapet,Green Gram (Moong),2020,41,56
Pulses,Suryapet,Green Gram (Moong),2021,42,54
Pulses,Suryapet,Green Gram (Moong),2022,16,26
Pulses,Suryapet,Green Gram (Moong),2023,10,24
Pulses,Suryapet,Green Gram (Moong),2024,33,47
Pulses,Suryapet,Green Gram (Moong),2025,51,70
Pulses,Vikarabad,Green Gram (Moong),2019,24,42
Pulses,Vikarabad,Green Gram (Moong),2020,24,40
Pulses,Vikarabad,Green Gram (Moong),2021,20,35
Pulses,Vikarabad,Green Gram (Moong),2022,42,60
Pulses,Vikarabad,Green Gram (Moong),2023,28,40
Pulses,Vikarabad,Green Gram (Moong),2024,27,40
Pulses,Vikarabad,Green Gram (Moong),2025,50,68
Pulses,Warangal Rural,Green Gram (Moong),2019,38,48
Pulses,Warangal Rural,Green Gram (Moong),2020,36,46
Pulses,Warangal Rural,Green Gram (Moong),2021,51,70
Pulses,Warangal Rural,Green Gram (Moong),2022,29,39
Pulses,Warangal Rural,Green Gram (Moong),2023,19,38
Pulses,Warangal Rural,Green Gram (Moong),2024,40,54
Pulses,Warangal Rural,Green Gram (Moong),2025,34,45
Pulses,Warangal Urban,Green Gram (Moong),2019,42,56
Pulses,Warangal Urban,Green Gram (Moong),2020,29,41
Pulses,Warangal Urban,Green Gram (Moong),2021,45,64
Pulses,Warangal Urban,Green Gram (Moong),2022,45,58
Pulses,Warangal Urban,Green Gram (Moong),2023,40,60
Pulses,Warangal Urban,Green Gram (Moong),2024,26,42
Pulses,Warangal Urban,Green Gram (Moong),2025,35,53
Pulses,Wanaparthy,Green Gram (Moong),2019,38,54
Pulses,Wanaparthy,Green Gram (Moong),2020,25,45
Pulses,Wanaparthy,Green Gram (Moong),2021,37,48
Pulses,Wanaparthy,Green Gram (Moong),2022,21,33
Pulses,Wanaparthy,Green Gram (Moong),2023,21,33
Pulses,Wanaparthy,Green Gram (Moong),2024,55,69
Pulses,Wanaparthy,Green Gram (Moong),2025,44,58
Pulses,Yadadri Bhuvanagiri,Green Gram (Moong),2019,35,55
Pulses,Yadadri Bhuvanagiri,Green Gram (Moong),2020,15,28
Pulses,Yadadri Bhuvanagiri,Green Gram (Moong),2021,59,75
Pulses,Yadadri Bhuvanagiri,Green Gram (Moong),2022,33,45
Pulses,Yadadri Bhuvanagiri,Green Gram (Moong),2023,45,56
Pulses,Yadadri Bhuvanagiri,Green Gram (Moong),2024,55,73
Pulses,Yadadri Bhuvanagiri,Green Gram (Moong),2025,54,73
Pulses,Adilabad,Red Gram (Arhar),2019,47,66
Pulses,Adilabad,Red Gram (Arhar),2020,13,31
Pulses,Adilabad,Red Gram (Arhar),2021,47,61
Pulses,Adilabad,Red Gram (Arhar),2022,42,57
Pulses,Adilabad,Red Gram (Arhar),2023,42,56
Pulses,Adilabad,Red Gram (Arhar),2024,49,62
Pulses,Adilabad,Red Gram (Arhar),2025,38,55
Pulses,Bhadradri Kothagudem,Red Gram (Arhar),2019,16,27
Pulses,Bhadradri Kothagudem,Red Gram (Arhar),2020,34,46
Pulses,Bhadradri Kothagudem,Red Gram (Arhar),2021,36,50
Pulses,Bhadradri Kothagudem,Red Gram (Arhar),2022,51,63
Pulses,Bhadradri Kothagudem,Red Gram (Arhar),2023,22,32
Pulses,Bhadradri Kothagudem,Red Gram (Arhar),2024,21,33
Pulses,Bhadradri Kothagudem,Red Gram (Arhar),2025,25,38
Pulses,Hyderabad,Red Gram (Arhar),2019,44,63
Pulses,Hyderabad,Red Gram (Arhar),2020,31,49
Pulses,Hyderabad,Red Gram (Arhar),2021,41,52
Pulses,Hyderabad,Red Gram (Arhar),2022,34,51
Pulses,Hyderabad,Red Gram (Arhar),2023,28,42
Pulses,Hyderabad,Red Gram (Arhar),2024,23,38
Pulses,Hyderabad,Red Gram (Arhar),2025,46,65
Pulses,Jagtial,Red Gram (Arhar),2019,39,53
Pulses,Jagtial,Red Gram (Arhar),2020,51,64
Pulses,Jagtial,Red Gram (Arhar),2021,21,38
Pulses,Jagtial,Red Gram (Arhar),2022,48,61
Pulses,Jagtial,Red Gram (Arhar),2023,47,58
Pulses,Jagtial,Red Gram (Arhar),2024,47,59
Pulses,Jagtial,Red Gram (Arhar),2025,21,38
Pulses,Jangaon,Red Gram (Arhar),2019,29,47
Pulses,Jangaon,Red Gram (Arhar),2020,36,51
Pulses,Jangaon,Red Gram (Arhar),2021,38,54
Pulses,Jangaon,Red Gram (Arhar),2022,50,61
Pulses,Jangaon,Red Gram (Arhar),2023,34,46
Pulses,Jangaon,Red Gram (Arhar),2024,33,44
Pulses,Jangaon,Red Gram (Arhar),2025,43,61
Pulses,Jayashankar Bhupalapally,Red Gram (Arhar),2019,60,80
Pulses,Jayashankar Bhupalapally,Red Gram (Arhar),2020,13,26
Pulses,Jayashankar Bhupalapally,Red Gram (Arhar),2021,51,66
Pulses,Jayashankar Bhupalapally,Red Gram (Arhar),2022,23,33
Pulses,Jayashankar Bhupalapally,Red Gram (Arhar),2023,44,60
Pulses,Jayashankar Bhupalapally,Red Gram (Arhar),2024,54,73
Pulses,Jayashankar Bhupalapally,Red Gram (Arhar),2025,51,69
Pulses,Jogulamba Gadwal,Red Gram (Arhar),2019,50,69
Pulses,Jogulamba Gadwal,Red Gram (Arhar),2020,51,64
Pulses,Jogulamba Gadwal,Red Gram (Arhar),2021,35,47
Pulses,Jogulamba Gadwal,Red Gram (Arhar),2022,40,52
Pulses,Jogulamba Gadwal,Red Gram (Arhar),2023,37,53
Pulses,Jogulamba Gadwal,Red Gram (Arhar),2024,34,47
Pulses,Jogulamba Gadwal,Red Gram (Arhar),2025,31,49
Pulses,Kumram Bheem Asifabad,Red Gram (Arhar),2019,37,51
Pulses,Kumram Bheem Asifabad,Red Gram (Arhar),2020,23,34
Pulses,Kumram Bheem Asifabad,Red Gram (Arhar),2021,23,39
Pulses,Kumram Bheem Asifabad,Red Gram (Arhar),2022,45,64
Pulses,Kumram Bheem Asifabad,Red Gram (Arhar),2023,49,65
Pulses,Kumram Bheem Asifabad,Red Gram (Arhar),2024,39,52
Pulses,Kumram Bheem Asifabad,Red Gram (Arhar),2025,52,62
Pulses,Khammam,Red Gram (Arhar),2019,33,51
Pulses,Khammam,Red Gram (Arhar),2020,30,46
Pulses,Khammam,Red Gram (Arhar),2021,43,55
Pulses,Khammam,Red Gram (Arhar),2022,41,60
Pulses,Khammam,Red Gram (Arhar),2023,53,65
Pulses,Khammam,Red Gram (Arhar),2024,46,56
Pulses,Khammam,Red Gram (Arhar),2025,33,49
Pulses,Karimnagar,Red Gram (Arhar),2019,38,53
Pulses,Karimnagar,Red Gram (Arhar),2020,31,42
Pulses,Karimnagar,Red Gram (Arhar),2021,30,41
Pulses,Karimnagar,Red Gram (Arhar),2022,54,72
Pulses,Karimnagar,Red Gram (Arhar),2023,42,59
Pulses,Karimnagar,Red Gram (Arhar),2024,23,38
Pulses,Karimnagar,Red Gram (Arhar),2025,37,52
Pulses,Kothagudem,Red Gram (Arhar),2019,35,47
Pulses,Kothagudem,Red Gram (Arhar),2020,38,49
Pulses,Kothagudem,Red Gram (Arhar),2021,32,50
Pulses,Kothagudem,Red Gram (Arhar),2022,27,43
Pulses,Kothagudem,Red Gram (Arhar),2023,35,47
Pulses,Kothagudem,Red Gram (Arhar),2024,27,45
Pulses,Kothagudem,Red Gram (Arhar),2025,47,59
Pulses,Mahabubnagar,Red Gram (Arhar),2019,34,49
Pulses,Mahabubnagar,Red Gram (Arhar),2020,44,54
Pulses,Mahabubnagar,Red Gram (Arhar),2021,41,54
Pulses,Mahabubnagar,Red Gram (Arhar),2022,25,40
Pulses,Mahabubnagar,Red Gram (Arhar),2023,43,61
Pulses,Mahabubnagar,Red Gram (Arhar),2024,26,37
Pulses,Mahabubnagar,Red Gram (Arhar),2025,45,62
Pulses,Mancherial,Red Gram (Arhar),2019,31,43
Pulses,Mancherial,Red Gram (Arhar),2020,37,51
Pulses,Mancherial,Red Gram (Arhar),2021,40,54
Pulses,Mancherial,Red Gram (Arhar),2022,42,59
Pulses,Mancherial,Red Gram (Arhar),2023,31,45
Pulses,Mancherial,Red Gram (Arhar),2024,33,53
Pulses,Mancherial,Red Gram (Arhar),2025,36,52
Pulses,Medak,Red Gram (Arhar),2019,12,30
Pulses,Medak,Red Gram (Arhar),2020,32,48
Pulses,Medak,Red Gram (Arhar),2021,37,53
Pulses,Medak,Red Gram (Arhar),2022,31,47
Pulses,Medak,Red Gram (Arhar),2023,21,35
Pulses,Medak,Red Gram (Arhar),2024,22,34
Pulses,Medak,Red Gram (Arhar),2025,50,60
Pulses,Medchal–Malkajgiri,Red Gram (Arhar),2019,26,41
Pulses,Medchal–Malkajgiri,Red Gram (Arhar),2020,45,61
Pulses,Medchal–Malkajgiri,Red Gram (Arhar),2021,41,58
Pulses,Medchal–Malkajgiri,Red Gram (Arhar),2022,52,67
Pulses,Medchal–Malkajgiri,Red Gram (Arhar),2023,28,47
Pulses,Medchal–Malkajgiri,Red Gram (Arhar),2024,24,39
Pulses,Medchal–Malkajgiri,Red Gram (Arhar),2025,35,50
Pulses,Mulugu,Red Gram (Arhar),2019,13,23
Pulses,Mulugu,Red Gram (Arhar),2020,26,41
Pulses,Mulugu,Red Gram (Arhar),2021,35,55
Pulses,Mulugu,Red Gram (Arhar),2022,22,34
Pulses,Mulugu,Red Gram (Arhar),2023,16,29
Pulses,Mulugu,Red Gram (Arhar),2024,32,51
Pulses,Mulugu,Red Gram (Arhar),2025,33,44
Pulses,Nagarkurnool,Red Gram (Arhar),2019,51,68
Pulses,Nagarkurnool,Red Gram (Arhar),2020,34,49
Pulses,Nagarkurnool,Red Gram (Arhar),2021,29,46
Pulses,Nagarkurnool,Red Gram (Arhar),2022,12,31
Pulses,Nagarkurnool,Red Gram (Arhar),2023,53,71
Pulses,Nagarkurnool,Red Gram (Arhar),2024,23,42
Pulses,Nagarkurnool,Red Gram (Arhar),2025,17,31
Pulses,Nalgonda,Red Gram (Arhar),2019,23,40
Pulses,Nalgonda,Red Gram (Arhar),2020,43,61
Pulses,Nalgonda,Red Gram (Arhar),2021,39,54
Pulses,Nalgonda,Red Gram (Arhar),2022,17,36
Pulses,Nalgonda,Red Gram (Arhar),2023,38,51
Pulses,Nalgonda,Red Gram (Arhar),2024,35,52
Pulses,Nalgonda,Red Gram (Arhar),2025,44,60
Pulses,Nirmal,Red Gram (Arhar),2019,27,40
Pulses,Nirmal,Red Gram (Arhar),2020,33,47
Pulses,Nirmal,Red Gram (Arhar),2021,25,37
Pulses,Nirmal,Red Gram (Arhar),2022,33,52
Pulses,Nirmal,Red Gram (Arhar),2023,40,57
Pulses,Nirmal,Red Gram (Arhar),2024,20,35
Pulses,Nirmal,Red Gram (Arhar),2025,38,50
Pulses,Nizamabad,Red Gram (Arhar),2019,23,39
Pulses,Nizamabad,Red Gram (Arhar),2020,52,72
Pulses,Nizamabad,Red Gram (Arhar),2021,33,47
Pulses,Nizamabad,Red Gram (Arhar),2022,39,58
Pulses,Nizamabad,Red Gram (Arhar),2023,20,39
Pulses,Nizamabad,Red Gram (Arhar),2024,36,55
Pulses,Nizamabad,Red Gram (Arhar),2025,28,38
Pulses,Peddapalli,Red Gram (Arhar),2019,30,47
Pulses,Peddapalli,Red Gram (Arhar),2020,31,43
Pulses,Peddapalli,Red Gram (Arhar),2021,30,43
Pulses,Peddapalli,Red Gram (Arhar),2022,31,44
Pulses,Peddapalli,Red Gram (Arhar),2023,31,49
Pulses,Peddapalli,Red Gram (Arhar),2024,24,36
Pulses,Peddapalli,Red Gram (Arhar),2025,32,50
Pulses,Rajanna Sircilla,Red Gram (Arhar),2019,37,55
Pulses,Rajanna Sircilla,Red Gram (Arhar),2020,17,27
Pulses,Rajanna Sircilla,Red Gram (Arhar),2021,17,37
Pulses,Rajanna Sircilla,Red Gram (Arhar),2022,48,68
Pulses,Rajanna Sircilla,Red Gram (Arhar),2023,18,29
Pulses,Rajanna Sircilla,Red Gram (Arhar),2024,19,32
Pulses,Rajanna Sircilla,Red Gram (Arhar),2025,28,48
Pulses,Rangareddy,Red Gram (Arhar),2019,41,60
Pulses,Rangareddy,Red Gram (Arhar),2020,34,53
Pulses,Rangareddy,Red Gram (Arhar),2021,18,32
Pulses,Rangareddy,Red Gram (Arhar),2022,38,48
Pulses,Rangareddy,Red Gram (Arhar),2023,53,70
Pulses,Rangareddy,Red Gram (Arhar),2024,37,47
Pulses,Rangareddy,Red Gram (Arhar),2025,22,39
Pulses,Sangareddy,Red Gram (Arhar),2019,54,64
Pulses,Sangareddy,Red Gram (Arhar),2020,39,58
Pulses,Sangareddy,Red Gram (Arhar),2021,26,40
Pulses,Sangareddy,Red Gram (Arhar),2022,43,55
Pulses,Sangareddy,Red Gram (Arhar),2023,19,31
Pulses,Sangareddy,Red Gram (Arhar),2024,41,54
Pulses,Sangareddy,Red Gram (Arhar),2025,38,58
Pulses,Siddipet,Red Gram (Arhar),2019,53,70
Pulses,Siddipet,Red Gram (Arhar),2020,30,45
Pulses,Siddipet,Red Gram (Arhar),2021,48,68
Pulses,Siddipet,Red Gram (Arhar),2022,21,38
Pulses,Siddipet,Red Gram (Arhar),2023,33,48
Pulses,Siddipet,Red Gram (Arhar),2024,22,36
Pulses,Siddipet,Red Gram (Arhar),2025,42,53
Pulses,Suryapet,Red Gram (Arhar),2019,21,31
Pulses,Suryapet,Red Gram (Arhar),2020,16,34
Pulses,Suryapet,Red Gram (Arhar),2021,39,57
Pulses,Suryapet,Red Gram (Arhar),2022,19,33
Pulses,Suryapet,Red Gram (Arhar),2023,55,68
Pulses,Suryapet,Red Gram (Arhar),2024,37,53
Pulses,Suryapet,Red Gram (Arhar),2025,17,35
Pulses,Vikarabad,Red Gram (Arhar),2019,42,55
Pulses,Vikarabad,Red Gram (Arhar),2020,41,59
Pulses,Vikarabad,Red Gram (Arhar),2021,40,56
Pulses,Vikarabad,Red Gram (Arhar),2022,54,73
Pulses,Vikarabad,Red Gram (Arhar),2023,23,38
Pulses,Vikarabad,Red Gram (Arhar),2024,26,44
Pulses,Vikarabad,Red Gram (Arhar),2025,31,47
Pulses,Warangal Rural,Red Gram (Arhar),2019,17,36
Pulses,Warangal Rural,Red Gram (Arhar),2020,30,49
Pulses,Warangal Rural,Red Gram (Arhar),2021,51,70
Pulses,Warangal Rural,Red Gram (Arhar),2022,28,47
Pulses,Warangal Rural,Red Gram (Arhar),2023,22,33
Pulses,Warangal Rural,Red Gram (Arhar),2024,44,57
Pulses,Warangal Rural,Red Gram (Arhar),2025,24,43
Pulses,Warangal Urban,Red Gram (Arhar),2019,15,29
Pulses,Warangal Urban,Red Gram (Arhar),2020,29,39
Pulses,Warangal Urban,Red Gram (Arhar),2021,36,53
Pulses,Warangal Urban,Red Gram (Arhar),2022,31,50
Pulses,Warangal Urban,Red Gram (Arhar),2023,35,54
Pulses,Warangal Urban,Red Gram (Arhar),2024,45,57
Pulses,Warangal Urban,Red Gram (Arhar),2025,16,33
Pulses,Wanaparthy,Red Gram (Arhar),2019,46,65
Pulses,Wanaparthy,Red Gram (Arhar),2020,49,65
Pulses,Wanaparthy,Red Gram (Arhar),2021,30,44
Pulses,Wanaparthy,Red Gram (Arhar),2022,18,33
Pulses,Wanaparthy,Red Gram (Arhar),2023,31,51
Pulses,Wanaparthy,Red Gram (Arhar),2024,57,72
Pulses,Wanaparthy,Red Gram (Arhar),2025,37,55
Pulses,Yadadri Bhuvanagiri,Red Gram (Arhar),2019,47,61
Pulses,Yadadri Bhuvanagiri,Red Gram (Arhar),2020,49,68
Pulses,Yadadri Bhuvanagiri,Red Gram (Arhar),2021,36,51
Pulses,Yadadri Bhuvanagiri,Red Gram (Arhar),2022,23,42
Pulses,Yadadri Bhuvanagiri,Red Gram (Arhar),2023,38,55
Pulses,Yadadri Bhuvanagiri,Red Gram (Arhar),2024,31,46
Pulses,Yadadri Bhuvanagiri,Red Gram (Arhar),2025,13,23
Pulses,Adilabad,Pigeon Pea,2019,33,44
Pulses,Adilabad,Pigeon Pea,2020,32,48
Pulses,Adilabad,Pigeon Pea,2021,25,39
Pulses,Adilabad,Pigeon Pea,2022,24,40
Pulses,Adilabad,Pigeon Pea,2023,33,51
Pulses,Adilabad,Pigeon Pea,2024,24,36
Pulses,Adilabad,Pigeon Pea,2025,31,41
Pulses,Bhadradri Kothagudem,Pigeon Pea,2019,25,38
Pulses,Bhadradri Kothagudem,Pigeon Pea,2020,34,46
Pulses,Bhadradri Kothagudem,Pigeon Pea,2021,32,50
Pulses,Bhadradri Kothagudem,Pigeon Pea,2022,47,65
Pulses,Bhadradri Kothagudem,Pigeon Pea,2023,13,29
Pulses,Bhadradri Kothagudem,Pigeon Pea,2024,27,46
Pulses,Bhadradri Kothagudem,Pigeon Pea,2025,36,52
Pulses,Hyderabad,Pigeon Pea,2019,35,50
Pulses,Hyderabad,Pigeon Pea,2020,28,41
Pulses,Hyderabad,Pigeon Pea,2021,31,50
Pulses,Hyderabad,Pigeon Pea,2022,53,73
Pulses,Hyderabad,Pigeon Pea,2023,15,28
Pulses,Hyderabad,Pigeon Pea,2024,38,57
Pulses,Hyderabad,Pigeon Pea,2025,29,43
Pulses,Jagtial,Pigeon Pea,2019,39,56
Pulses,Jagtial,Pigeon Pea,2020,20,38
Pulses,Jagtial,Pigeon Pea,2021,30,42
Pulses,Jagtial,Pigeon Pea,2022,59,77
Pulses,Jagtial,Pigeon Pea,2023,24,36
Pulses,Jagtial,Pigeon Pea,2024,35,55
Pulses,Jagtial,Pigeon Pea,2025,55,66
Pulses,Jangaon,Pigeon Pea,2019,30,49
Pulses,Jangaon,Pigeon Pea,2020,18,33
Pulses,Jangaon,Pigeon Pea,2021,43,56
Pulses,Jangaon,Pigeon Pea,2022,32,47
Pulses,Jangaon,Pigeon Pea,2023,55,73
Pulses,Jangaon,Pigeon Pea,2024,29,43
Pulses,Jangaon,Pigeon Pea,2025,35,46
Pulses,Jayashankar Bhupalapally,Pigeon Pea,2019,48,66
Pulses,Jayashankar Bhupalapally,Pigeon Pea,2020,30,42
Pulses,Jayashankar Bhupalapally,Pigeon Pea,2021,52,62
Pulses,Jayashankar Bhupalapally,Pigeon Pea,2022,32,47
Pulses,Jayashankar Bhupalapally,Pigeon Pea,2023,50,69
Pulses,Jayashankar Bhupalapally,Pigeon Pea,2024,32,43
Pulses,Jayashankar Bhupalapally,Pigeon Pea,2025,37,47
Pulses,Jogulamba Gadwal,Pigeon Pea,2019,46,61
Pulses,Jogulamba Gadwal,Pigeon Pea,2020,45,61
Pulses,Jogulamba Gadwal,Pigeon Pea,2021,47,66
Pulses,Jogulamba Gadwal,Pigeon Pea,2022,36,46
Pulses,Jogulamba Gadwal,Pigeon Pea,2023,43,61
Pulses,Jogulamba Gadwal,Pigeon Pea,2024,47,64
Pulses,Jogulamba Gadwal,Pigeon Pea,2025,34,51
Pulses,Kumram Bheem Asifabad,Pigeon Pea,2019,43,53
Pulses,Kumram Bheem Asifabad,Pigeon Pea,2020,44,59
Pulses,Kumram Bheem Asifabad,Pigeon Pea,2021,35,53
Pulses,Kumram Bheem Asifabad,Pigeon Pea,2022,45,61
Pulses,Kumram Bheem Asifabad,Pigeon Pea,2023,39,49
Pulses,Kumram Bheem Asifabad,Pigeon Pea,2024,30,47
Pulses,Kumram Bheem Asifabad,Pigeon Pea,2025,45,63
Pulses,Khammam,Pigeon Pea,2019,41,59
Pulses,Khammam,Pigeon Pea,2020,31,43
Pulses,Khammam,Pigeon Pea,2021,26,43
Pulses,Khammam,Pigeon Pea,2022,40,56
Pulses,Khammam,Pigeon Pea,2023,41,55
Pulses,Khammam,Pigeon Pea,2024,30,48
Pulses,Khammam,Pigeon Pea,2025,52,71
Pulses,Karimnagar,Pigeon Pea,2019,44,55
Pulses,Karimnagar,Pigeon Pea,2020,14,24
Pulses,Karimnagar,Pigeon Pea,2021,37,50
Pulses,Karimnagar,Pigeon Pea,2022,29,46
Pulses,Karimnagar,Pigeon Pea,2023,19,29
Pulses,Karimnagar,Pigeon Pea,2024,25,43
Pulses,Karimnagar,Pigeon Pea,2025,20,32
Pulses,Kothagudem,Pigeon Pea,2019,51,65
Pulses,Kothagudem,Pigeon Pea,2020,25,44
Pulses,Kothagudem,Pigeon Pea,2021,56,66
Pulses,Kothagudem,Pigeon Pea,2022,46,62
Pulses,Kothagudem,Pigeon Pea,2023,18,28
Pulses,Kothagudem,Pigeon Pea,2024,47,62
Pulses,Kothagudem,Pigeon Pea,2025,33,51
Pulses,Mahabubnagar,Pigeon Pea,2019,30,48
Pulses,Mahabubnagar,Pigeon Pea,2020,33,50
Pulses,Mahabubnagar,Pigeon Pea,2021,20,39
Pulses,Mahabubnagar,Pigeon Pea,2022,55,69
Pulses,Mahabubnagar,Pigeon Pea,2023,30,50
Pulses,Mahabubnagar,Pigeon Pea,2024,14,31
Pulses,Mahabubnagar,Pigeon Pea,2025,42,58
Pulses,Mancherial,Pigeon Pea,2019,44,59
Pulses,Mancherial,Pigeon Pea,2020,50,66
Pulses,Mancherial,Pigeon Pea,2021,20,36
Pulses,Mancherial,Pigeon Pea,2022,39,49
Pulses,Mancherial,Pigeon Pea,2023,36,55
Pulses,Mancherial,Pigeon Pea,2024,48,58
Pulses,Mancherial,Pigeon Pea,2025,30,47
Pulses,Medak,Pigeon Pea,2019,22,36
Pulses,Medak,Pigeon Pea,2020,21,41
Pulses,Medak,Pigeon Pea,2021,18,31
Pulses,Medak,Pigeon Pea,2022,25,39
Pulses,Medak,Pigeon Pea,2023,40,57
Pulses,Medak,Pigeon Pea,2024,27,40
Pulses,Medak,Pigeon Pea,2025,47,64
Pulses,Medchal–Malkajgiri,Pigeon Pea,2019,19,30
Pulses,Medchal–Malkajgiri,Pigeon Pea,2020,25,36
Pulses,Medchal–Malkajgiri,Pigeon Pea,2021,23,43
Pulses,Medchal–Malkajgiri,Pigeon Pea,2022,56,69
Pulses,Medchal–Malkajgiri,Pigeon Pea,2023,32,44
Pulses,Medchal–Malkajgiri,Pigeon Pea,2024,29,43
Pulses,Medchal–Malkajgiri,Pigeon Pea,2025,55,72
Pulses,Mulugu,Pigeon Pea,2019,25,36
Pulses,Mulugu,Pigeon Pea,2020,34,51
Pulses,Mulugu,Pigeon Pea,2021,36,46
Pulses,Mulugu,Pigeon Pea,2022,46,56
Pulses,Mulugu,Pigeon Pea,2023,54,70
Pulses,Mulugu,Pigeon Pea,2024,21,36
Pulses,Mulugu,Pigeon Pea,2025,27,45
Pulses,Nagarkurnool,Pigeon Pea,2019,31,48
Pulses,Nagarkurnool,Pigeon Pea,2020,28,41
Pulses,Nagarkurnool,Pigeon Pea,2021,56,70
Pulses,Nagarkurnool,Pigeon Pea,2022,30,40
Pulses,Nagarkurnool,Pigeon Pea,2023,32,52
Pulses,Nagarkurnool,Pigeon Pea,2024,50,60
Pulses,Nagarkurnool,Pigeon Pea,2025,51,61
Pulses,Nalgonda,Pigeon Pea,2019,43,61
Pulses,Nalgonda,Pigeon Pea,2020,49,68
Pulses,Nalgonda,Pigeon Pea,2021,35,50
Pulses,Nalgonda,Pigeon Pea,2022,41,58
Pulses,Nalgonda,Pigeon Pea,2023,28,44
Pulses,Nalgonda,Pigeon Pea,2024,31,43
Pulses,Nalgonda,Pigeon Pea,2025,29,42
Pulses,Nirmal,Pigeon Pea,2019,27,37
Pulses,Nirmal,Pigeon Pea,2020,26,40
Pulses,Nirmal,Pigeon Pea,2021,44,59
Pulses,Nirmal,Pigeon Pea,2022,57,70
Pulses,Nirmal,Pigeon Pea,2023,34,44
Pulses,Nirmal,Pigeon Pea,2024,52,71
Pulses,Nirmal,Pigeon Pea,2025,52,63
Pulses,Nizamabad,Pigeon Pea,2019,48,59
Pulses,Nizamabad,Pigeon Pea,2020,33,45
Pulses,Nizamabad,Pigeon Pea,2021,39,58
Pulses,Nizamabad,Pigeon Pea,2022,35,54
Pulses,Nizamabad,Pigeon Pea,2023,24,38
Pulses,Nizamabad,Pigeon Pea,2024,20,34
Pulses,Nizamabad,Pigeon Pea,2025,13,30
Pulses,Peddapalli,Pigeon Pea,2019,35,48
Pulses,Peddapalli,Pigeon Pea,2020,36,47
Pulses,Peddapalli,Pigeon Pea,2021,45,60
Pulses,Peddapalli,Pigeon Pea,2022,45,58
Pulses,Peddapalli,Pigeon Pea,2023,52,63
