RecordID,Restaurant Name,City,Entrée Description
5818,Chile Ranchero Inc,Fort Myers,"a large flour tortillas with vegetable, beans, tomatoes, onion, lettuce, and cheese, topped with pico de gallo and cheese, topped with onions, slice tomatoes"
5819,Chile Ranchero Inc,Fort Myers,"grilled chicken, bell peppers, onions, mushrooms, and cheese wrapped in a large flour tortilla, topped lettuce, tomatoes, sour cream, fresh mexican cheese, guacamole and salsa pico de gallo"
5820,Chile Ranchero Inc,Fort Myers,"grilled steak, bell peppers, onions, mushrooms, and cheese wrapped in a large flour tortilla, topped lettuce, tomatoes, sour cream, fresh mexican cheese, guacamole and salsa pico de gallo"
5828,Abby's Cafe,Hemet,"large tortilla filled with egg, jack and cheddar cheese, hash browns, and choice of meat. served with salsa."
5839,Casa Ole,Jasper,one beef burrito and one bean burrito topped with chili and mixed cheeses. served with rice and a bean chalupa
5840,Casa Ole,Jasper,"one large beef and bean burrito covered with our famous chile con queso. served with rice, pico de gallo, tortilla soup or frijoles a la charra"
5841,Casa Ole,Jasper,"beef, chicken or mixed fajitas lightly covered with chile con queso inside a large flour tortilla, covered with chile con queso and mixed cheeses. served with rice, frijoles a la charra, lettuce and pico de gallo"
5842,Casa Ole,Jasper,"two corn tortillas filled with fajita beef or chicken, pico de gallo and melted monterey jack cheese. served with rice and frijoles a la charra"
5843,Casa Ole,Jasper,"spinach enchiladas two flour tortillas stuffed with spinach, mushrooms and mixed cheeses, topped with cilantro cream sauce and served with rice and beans"
5844,Casa Ole,Jasper,"char-broiled beef or chicken fajitas wrapped in two fresh flour tortillas. served with rice, beans, pico de gallo, guacamole, tortilla soup or frijoles a la charra"
5851,Mist,Lincoln City,"large flour tortilla stuffed with scrambled eggs, sausage, bacon, and tillamook cheddar cheese. served with house made pico de gallo."
5853,Mist,Lincoln City,"seared or fried alaskan cod or halibut, shredded cabbage, pico de gallo and chipotle aioli on white corn tortillas"
5863,Sammy's Pizza & Italian Restaurant,Green Bay,"our special taco sauce, seasoned beef, mozzarella and cheddar cheese, lettuce, tomatoes, a light touch of black olives, and onions (sour cream available upon request)"
5864,Nora's,Southwick,"two soft taco shells served with a corn and black bean salsa. topped with shredded jack cheese, lettuce, tomato and onion."
5866,11th Street Precinct Bar,Davenport,"black beans, fire roasted corn, peppers and onions blends, fresh tomatoes, mozzarella, cheddar and chipotle lime sauce"
5869,G Burger Fountain Valley,Fountain Valley,"rice, black or pinto beans, cilantro, onion, mild or hot salsa and charbroiled marinated chicken breast or steak."
5871,G Burger Fountain Valley,Fountain Valley,"grilled mahi mahi or crispy red snapper on soft corn tortillas topped with cabbage, our special recipe white cream sauce, cilantro and fresh pico de gallo salsa."
5880,Java Kai,Kapaa,"potatoes, caramelized onions, and cheddar cheese. served with choice of mango-chipotle salsa, homemade basil pesto, or sour cream"
5882,Bad Brads Bbq,Utica,"served on warm corn tortillas topped with cheddar cheese, guacamole, red onion, red and green salsas, spicy sour cream, and cilantro"
5891,Mesquite Grill @ Tonto Verde,Rio Verde,"chipotle lime marinated shrimp or grilled seasonal fish filet, corn and flour tortillas, green onions, shredded cabbage, jack cheese, salsa, chipotle aioli"
5892,Wells Brothers Bar and Grill (Monk's),Tallahassee,"house made black bean mix, romaine lettuce, tomatoes and cheddar cheese topped with sour cream and rolled in a sun dried tomato tortilla"
5898,Taco Casa,Cincinnati,"specially seasoned ground chuck, placed in a crispy taco shell with fresh shredded lettuce grated mild wisconsin cheddar cheese and diced red-ripe tomato. your choice of our own mild, hot, or extra-hot sauce to add just the right spiciness. (chicken or beef)"
5905,Stan Joe's Saloon South,Edgewater,"a large flour tortilla over flowing with seasoned ground beef, onions, peppers and shredded cheese. served with pico de galo, rice, black beans, sour cream and salsa"
5906,Twist Fells Point,Baltimore,"scrambled eggs with chorizo, hashbrowns, scallions, and cheddar wrapped in a flour tortilla and topped with salsa verde. served with hashbrowns"
5910,Stevie Tomatos,Cape Coral,"large burrito stuffed with chicken or seasoned beef, cheddar cheese, rice, and black beans, smothered in blanco dip with tortilla chips."
5916,Rose Canyon Cantina,Trabuco Canyon,"flour tortilla stuffed with 3 scrambled eggs, diced tomatoes, jalapenos and served with guacamole and sour cream"
5917,Rose Canyon Cantina,Trabuco Canyon,"flour tortilla stuffed with 3 scrambled eggs, mexican sausage, diced tomatoes, onions and served with guacamole and sour cream"
5918,Rose Canyon Cantina,Trabuco Canyon,"flour tortilla stuffed with 3 scrambled eggs, diced ham, tomatoes, cheese and served with guacamole and sour cream"
5919,Rose Canyon Cantina,Trabuco Canyon,"flour tortilla stuffed with 3 scrambled eggs, diced tomatoes, onions, shredded beef and served with guacamole and sour cream"
5923,Gracias Madre,San Francisco,"three corn tortillas filled with grilled zucchini, mushrooms and nopales. with lettuce, pico de gallo and cashew cheese. served with black beans"
5931,California Tortilla,Doylestown,"two blackened fish tacos with cabbage slaw, lime, cilantro and chipotle sour cream. served with a drink and any side item or dessert."
5932,California Tortilla,Doylestown,"two soft flour tortillas with your choice of protein or veggies, jack cheese, lettuce and salsa. served with a drink and any side item or dessert."
5933,Salad Kraze,Avon Lake,"iceberg lettuce, red onion, black olive, tomato, tortilla chips, cheddar cheese, sour cream and taco sauce or house santa fe dressing"
5942,Emiliano's Mexican Restaraunt,San Diego,"rice, whole beans, cheese and lettuce. wrapped in a flour tortilla and covered with ranchera sauce. guacamole, and sour cream."
5948,Emiliano's Mexican Restaraunt,San Diego,"two crispy corn tortillas filled with mashed potatoes, lettuce, cheese, and taco sauce. served with rice and whole beans."
5962,Jack's Restaurant & Bar,San Bruno,"two eggs scrambled, hash browns, cheddar cheese, pico de gallo, choice of bacon, pork sausage, chicken-apple sausage or ham"
5981,Dos Coyotes Border Cafe,Sacramento,"grilled achiote breast, honey cured bacon, avocado, baby heirloom tomatoes, lettuce, cilantro lime dressing on a flour tortilla"
5982,Dos Coyotes Border Cafe,Sacramento,"two crispy chicken and green chile tacos with salsa, cilantro and onion, lettuce and three cheeses. served with rice, beans, chips and salsa. also served a la carte"
5990,Grande Mexico Restaurante Y Cantina,Haverhill,"sauteed chicken or steak, strips of peppers and onions, topped with verde or ranchero salsa and a side of rice and beans"
5991,Grande Mexico Restaurante Y Cantina,Haverhill,"a flour tortilla stuffed with seafood, topped with a creamy smoked chipotle sauce, served with rice and beans and guacamole"
5992,Grande Mexico Restaurante Y Cantina,Haverhill,"(pulled chicken or ground beef) a flour tortilla stuffed with beans, cheese, lettuce, tomato, sour cream, topped with toro sauce and a side of rice"
5997,Grande Mexico Restaurante Y Cantina,Haverhill,"three steak tacos mixed in with cilantro, onions and fresh squeezed lime, with lettuce, tomatoes and guacamole on the side"
5999,Grande Mexico Restaurante Y Cantina,Haverhill,"grilled veggies, black beans, cheese and lettuce wrapped in a warm flour tortilla, topped with fresh salsa, sour cream and guacamole"
6001,Esposto's Catering,South San Francisco,"your choice of beef, chicken, pork or fish. served with taco shells, cheese, lettuce, tomato, salsa, black olives, sour cream, refried beans, fiesta coleslaw and rice"
6014,El Rancho Mexicano,Deland,"two fried tortillas with chicken or ground beef with lettuce, tomatos, cheese, sour cream, rice and beans."
6015,El Rancho Mexicano,Deland,"three crisp or soft tortillas with your choice of either chicken or ground beef. freshly grated cheddar cheese, lettuce and tomatoes. served with rice and beans."
6016,El Rancho Mexicano,Deland,"large flour tortilla filled with lots of beef or chicken, beans, cheese, sour cream, lettuce, and tomato. topped with special sauce and more cheese. served with rice and beans."
6021,Landmark Americana Tap & Grill,Glassboro,"grilled chicken, spanish rice, cheddar and monterey jack cheese, lettuce, pico de gallo, guacamole, chipotle ranch dressing and sour cream wrapped in a flour tortilla shell"
6022,Landmark Americana Tap & Grill,Glassboro,"panko crusted tilapia with guacamole, shredded cabbage and pico de gallo on flour tortillas served with spanish rice instead of fries"
6038,The Peaks Resort & Spa,Telluride,"local chorizo, country gravy, scrambled eggs, caramelized onion skillet potatoes, aged cheddar cheese, salsa roja"
6041,Fidel's Little Mexico,Solana Beach,"soft flour tortilla filled with seasoned carne or chicken asada. topped with monterey jack cheese. served with a scoop of guacamole, salsa fresca, rice and choice of beans"
6042,Fidel's Little Mexico,Solana Beach,"soft corn tortilla filled with seasoned carne or chicken asada, lettuce and guacamole. served with salsa fresca, rice and choice of beans"
6044,West Ashley Crab Shack,Charleston,"whole grain tortillas, fluffy egg whites, fresh avocados, pico de gallo, avocado cream, served with fresh fruit"
6076,The Original Taco House,Vancouver,"flour tortilla filled with grilled marinated beefsteak or chicken, grilled onions and peppers. topped with enchilada sauce, melted cheese, sour cream and guacamole."
6077,The Original Taco House,Vancouver,"filled with taco beef or shredded chicken, refried pinto beans, onions and our el picador sauce. topped with enchilada sauce and melted cheese."
6078,The Original Taco House,Vancouver,(soft or crispy shell) your choice of taco beef or shredded white chicken. includes rice and refried pinto beans.
6079,The Original Taco House,Vancouver,"two traditional tacos on soft white corn tortillas served with pico de gallo, fresh lime and a side of jalapeno sauce. choose any combination of shredded chipotle chicken, barbacoa beef or pork carnitas. includes rice and refried pinto beans."
6080,The Original Taco House,Vancouver,"soft or crispy shell taco comes with your choice of seasoned taco beef or shredded white chicken taco meat. lettuce, shredded cheese and topped with diced tomatoes."
6081,The Original Taco House,Vancouver,"with your choice of wrap filled with choice of beans, cilantro lime rice, grilled vegetables, and pico de gallo."
6082,Barrio Mexican Kitchen & Bar,Seattle,"scrambled eggs, oaxaca cheese, roasted poblano rajas, fried potatoes, guacamole, and fresh tomato salsa stuffed in a flour tortilla served with crema and hot sauce"
6085,Sahara Pizza,Monroe,"enchilada sauce, ground beef, refried beans, olives, onions, tomatoes, lettuce and cheddar cheese served with side of sour cream and salsa"
6087,Table 24,Orinda,"with ham, cheese, sour cream, 1 organic scrambled egg, roasted bell pepper julienne wrapped in a flour tortilla served with fruit garnish and sour cream"
6090,Jj Wasabi's,Mooresville,"deep fried flounder with chopped lettuce, melted cheese, fresh-made guacamole, and sour cream in toasted tortilla, served with potato chips and fresh carrot stick"
6096,Mextogo,Menlo Park,"a choice of marinated broiled chicken, rice, your choice of beans, guacamole, sour cream cheddar and salsa cruda"
6097,Guelaguetza,Lynwood,"young goat meat flavored in dried chiles, avocado tree leaves and herbs, wrapped in a large hand-made tortilla. served with young goat broth on the side"
6130,Chuy's Mesquite Broiler,Murrieta,"lightly battered and deep fried, served with fresh lettuce and blended cheese, served with baja sauce on the side"
6134,Chuy's Mesquite Broiler,Murrieta,"mesquite grilled whitefish topped with fresh cabbage and blended cheese, served with baja sauce on the side"
6135,Chuy's Mesquite Broiler,Murrieta,"marinated pulled pork, blended cheese and rice rolled and topped with enchilada sauce and cheese. served with sour cream and fresh avocado on the side"
6138,Chuy's Mesquite Broiler,Murrieta,"fresh shredded lettuce, blended cheese, rice, refried beans, fresh pico de gallo, and taco sauce served with a side of cabbage salad"
6139,Cypress Cafe,Shrewsbury,"chicken or tofu, melted cheddar, seasoned rice, black beans, corn, red onions, and tomato with a side of salsa cream"
6140,Cypress Cafe,Shrewsbury,"grilled chicken with spinach rice, pinto beans, sour cream, salsa avocado shredded lettuce, cheese in a wrap"
6141,Cypress Cafe,Shrewsbury,"grilled veggie with spinach rice, pinto beans, sour cream, salsa avocado shredded lettuce, cheese in a wrap"
6143,Houlihan's,Chicago,"two soft flour tortillas, chipotle mayo, panko-breaded tilapia, napa cabbage, pico, and sweet honey cumin dressing, served with chips and salsa"
6147,Cactus Restaurant,Seattle,"grilled cod, corn tortillas, mango salsa, cheddar cheese, citrus remoulade and coleslaw served with your choice of fries or a house salad"
6165,Guadalajara,Seattle,"(three tacos per order) diced chunks of tender grilled steak or chicken served with minced onions, cilantro and a dash of lime juice over corn tortilla"
6197,Stout St Social,Denver,"shredded short rib, scrambled eggs, green chili, onions, cheddar cheese, potatoes, smothered in green chili"
6199,Le Peep,Chicago,"jumbo flour tortilla stuffed with scrambled eggs, chorizo sausage, green chilies, onion and diced tomato. topped with cheese, salsa, sour cream and chives. served with brunch potatoes."
6206,The Grille,Irvine,"pork carnitas with cheese, onion, cilantro, fresh guacamole, sour cream, rice and beans, served with fresh chips and homemade salsa and a free 22oz soda"
6232,Viva Zapatas,North Las Vegas,"beef, and bean burrito, green chile (pork) , and bean burrito, green chile, and bean burrito (no meat) , avocado, and pork burrito, all beef burrito."
6239,Gwendolyn's Cafe and Catering Co,Fort Myers,"scrambled eggs, bacon or sausage, cafe potatoes, cheddar pressed hot in whole wheat tortilla served with salsa and sour cream on the side"
6240,Big Water Fish Market,Sarasota,"grilled blackened fish, melted cheese, garlic aioli, pico, dirty rice, black beans, and mixed greens all rolled into a pico wrap."
6243,NanaTaco,Durham,"your choice of chicken, pork, beef or veggies with rice and your choice of pork pintos or veggie black beans plus soft drink or iced tea"
6245,Buffalo Wild Wings,Englewood,"golden-crisp fish filets, cradled in two soft flour tortillas. topped with cole slaw, pico de gallo, a blend of cheeses and your favourite buffalo wild wings sauce. served with tartar sauce."
6246,Rock & Rolls Sushi Lounge,Corpus Christi,"served grilled with avocado, cilantro chimichurri, and mango pico de gallo, or lightly tempura fried with cilantro cream, mango pico de gallo, and yuzu tarter sauce"
6247,Rock & Rolls Sushi Lounge,Corpus Christi,"american style kobe beef with goat cheese, garlic, red onion, cilantro, and a fried quail egg on a mini corn tortilla (2)"
6263,Wasatch Brew Pub,Park City,"scrambled eggs, cheddar, tomato and bacon in a whole wheat tortilla served with funeral potatoes, tater tots or sliced tomato"
6270,Cesar's Mexican & Greek,Albuquerque,"shredded beef burrito with bell peppers, onions and tomatoes, and a cheese enchilada with lettuce. with rice and beans."
6280,Cesar's Mexican & Greek,Albuquerque,"comes with rice and beans. corn tortillas with tender beef steak, fresh guacamole and fresh pico de gallo"
6284,The Copper Pot,Englewood,"large burrito filled with mixed peppers, onion and jalapeno. topped with homemade green chili, jack and cheddar cheese, sour cream and salsa."
6285,Dogtooth Bar & Grill,Wildwood,"blackened mahi-mahi, charred pineapple and mango salsa, avocado, diced tomato, shredded lettuce, served in two flour tortillas with a cilantro-lime sour cream"
6294,Beau Thai,Portland,"a blend of crunchy rice, toasted coconut, coconut milk, mixed with ground chicken or diced tofu, shredded cilantro, ground peanuts, and lime juice. topped with whole peanuts , served with green leaves and cilantro."
6314,El Toro Loco,Pacifica,"grilled filet of sole wrapped in a flour tortilla with black beans, rice, salsa, and guacamole sour cream and salsa verde"
6316,El Toro Loco,Pacifica,"grilled prawns cocked with onions and bell pepper. wrapped in flour tortilla with rice, pico de gallo, sour cream, guacamole and salsa verde"
6329,Nv Cafe,Bakersfield,"beef, beans, both or tender chicken are served with zesty chile con carne sauce with cheese, mexican rice, refried beans, lettuce, tomato and sour cream."
6330,Nv Cafe,Bakersfield,"your choice of chicken, beef, beans or beef and beans are rolled up in a flour tortilla. served with mexican rice, refried beans, sour cream and guacamole on a bed of lettuce and tomato."
6331,Nv Cafe,Bakersfield,"thinly sliced steak is grilled with onions, hatch green chiles and chile con queso, then folded in a flour tortilla, topped with salsa roja and cheeses, then baked. served with mexican rice, refried beans and sour cream."
6332,Nv Cafe,Bakersfield,"three tacos with your choice of fillings (beef, bean, chicken, or guacamole) are served with mexican rice and refried beans."
6373,Bubba's Bar-B-Que,Cody,"bacon, scrambled eggs and cheddar cheese wrapped in a flour tortilla and served with sour cream and salsa. served with hashbrowns, grits or home fries."
6374,Bubba's Bar-B-Que,Cody,"scrambled eggs, sausage, onions and jack cheese in a flour tortilla. served with fresh salsa and sour cream. served with hashbrowns, grits or home fries."
6387,Forkin Good Cafe,Whittier,"your choice of beef chorizo or soyrizo, with egg, black beans,cilantro, machego cheese, wrapped in a spinach tortilla"
6388,Forkin Good Cafe,Whittier,"shredded beef scrambled with onion,tomato,serranochile,cilantro,egg, black beans, machego cheese wrapped in aspinach tortilla"
6400,District Taco,Washington,"eggs, black beans, potatoes in flour tortilla with salsa de chili (not vegetarian) cheese and lettuce and tomato on the side"
6402,District Taco,Washington,"choice of protein, black beans, cheese, rice, salsa de chili and sour cream on top and lettuce and tomato on the side"
6403,District Taco,Washington,choice of protein and toppings (we recommend up to 3) on flour tortilla. corn tortillas available upon request
6408,Anchor Allie's Bistro,Virginia Beach,"2 flour soft taco shells filled with grilled shrimp, pineapple, lettuce, and pico de gallo topped with spicy sauce"
6448,Carl's Jr.,Orange,"scrambled eggs, sausage, ham, bacon bits, hash brown nuggets, shredded jack and cheddar cheeses and fresh salsa wrapped in a warm flour tortilla"
6451,Schooner at Sunset,Sunset Beach,"chorizo (or soy) , hash browns, salsa fresca, scrambled eggs, cheddar, grilled onions, jalapenos, served with fruit"
6452,Schooner at Sunset,Sunset Beach,"two grilled flour or corn tortillas, choice of beef, pork, chicken or grilled fish served with roasted corn salsa"
6453,Candle Cafe West,New York,"chipotle seitan, black beans, caramelized onions, yellow basmati rice, spinach tortilla, guacamole, sour cream, ranchero sauce, mesclun greens, pico de gallo"
6458,Cabo Cantina,Los Angeles,"chicken, steak, sauteed veggies, spanish rice, black beans, sour cream, diced onions, chopped cilantro and hot or mild salsa."
6464,Panchitos Taqueria,Orange,"your choice of pork, beef or chicken with side order of rice and beans. salsa, cheese, guacamole and sour cream on top."
6511,O'Lydias,Milwaukee,"a large flour tortilla filled with eggs, sausage, cheese and homemade pico de gallo. served with hashbrowns and fresh fruit."
6515,Hacienda Colorado,Denver,"fresh, all natural red bird farms charbroiled chicken tossed in tinga sauce and garnished with roasted peppers, queso fresco, pico de gallo and sliced avocados."
6516,Hacienda Colorado,Denver,"our version of traditional philly steak. charbroiled flat iron steak, sliced portobello mushrooms, roasted onion and queso blanco."
6517,Hacienda Colorado,Denver,"two fresh flour tortillas filled with chicken or beef fajitas. served with guacamole, rice and frijoles a la hacienda."
6523,Xtra's Cafe,Richmond,"scrambled eggs, black beans, bacon, and cheddar wrapped in a flour tortilla and topped with house guacamole."
6530,Chandler's Carlsbad,Carlsbad,"chipotle slaw, salsa, sour cream, cotija cheese, cilantro, guacamole, lime served with choice of sweet potato fries or a house salad choose one taco or two tacos"
6541,Los Palmitos,San Diego,"beef or chicken with american guacamole or sour cream, lettuce, salsa fresca and cheese with mex guac add"
6583,Cactus Flower Cafe West,Pensacola,"three mild, flaky mahi mahi deliciously seasoned with spices, flash fried, served in creamy lime sauce with monterey jack cheese, shredded cabbage, our california lime dressing and pico on the taco shell of your choice. served with your choice of rice and beans."
6590,Estrella Negra,Chicago,"loaded with cheddar cheese, tomatoes, sour cream and spring mix greens all rolled into a spinach wheat tortilla and topped with salsa verde."
6591,Estrella Negra,Chicago,"filled with cheddar cheese, tomatoes, sour cream and spring mix greens all rolled into a spinach wheat tortilla and topped with salsa verde."
6592,Estrella Negra,Chicago,"sauteed in bacon, onions, and jalapenos. served on warm salsa verde contains chicken broth. tortilla covered in melted muenster cheese. topped with fresh onions, tomatoes muenster cheese, cilantro, and sour cream. dished up with a side of salsa verde"
6595,Flying Rhino Cafe & Wateringhole,Worcester,"spiced up turkey breast with lettuce, tomato, cheddar, corn, black beans, rice and ranch dressing, rolled in a flour tortilla and grill marked in the panini press"
6597,David's World Famous,Woburn,"marinated grilled steak or grilled chicken, rice and black beans, pico de gallo, guacamole, shredded cheese and lettuce rolled in a flour tortilla. served with chips and a beverage of your choice."
6599,Cardinals Nation,Saint Louis,"seasoned ground beef, pico de gallo, cheddar jack cheese, cilantro sour cream, house-fried tortilla strips"
6610,Curious Kumquat,Silver City,ish approved by the monterey bay aquarium seafood watch program (ask server for current selection) pan fried with sour cream sauce and slaw. add beans and guacamole for a buck
6618,Taco Factory,San Dimas,"a grilled corn tortilla topped with pinto beans, spanish rice, shredded cheese, guacamole and sour cream"
6648,Mariasol Restaurant,Santa Monica,"two flour tortillas filled with grilled fish, shredded cabbage and onion with our creamy baja sauce, topped with diced tomatoes"
6649,Mariasol Restaurant,Santa Monica,"two handmade corn tortillas filled with crispy beer battered fish, shredded cabbage and onion with our creamy baja sauce, topped with diced tomatoes"
6650,Mariasol Restaurant,Santa Monica,"three grilled chicken, carne asada or carnitas tacos in handmade corn tortillas topped with diced onions and cilantro, served with fresh taco sauce"
6651,Mariasol Restaurant,Santa Monica,"roasted peppers with grilled onions, corn, tomatoes, cilantro, black beans and avocado, served with minted white rice"
6655,The Bank Mexican Restaurant and Bar,Temecula,"large flour tortilla filled with carne asada, grilled chicken or carnitas, pico de gallo, served with our housemade guacamole"
6657,The Bank Mexican Restaurant and Bar,Temecula,"large flour tortilla filled with tender pork, simmered in mild green chilies, queso fresco and served with sour cream, served dry or wet with your choice of enchilada, verde, or ranchero sauce"
6658,The Bank Mexican Restaurant and Bar,Temecula,"corn tortilla filled with shredded beef, ground beef or shredded chicken, topped with lettuce, tomatoes and cheese"
6660,The Bank Mexican Restaurant and Bar,Temecula,"large flour tortilla filled with lettuce, tomato, cheese, sour cream and choice of shredded beef or chicken. served wet or dry with your choice of enchilada, tomatillo or ranchero"
6661,The Bank Mexican Restaurant and Bar,Temecula,"tender carne asada, american fries, cheese, pico de gallo served with sour cream and housemade guacamole"
6674,Locos Grill & Pub,Saint Simons Island,"our flour tortilla stuffed with grilled chicken, ground beef    or black beans, fresh cilantro,   onions, spanish rice, queso and tomatoes. served with crispy tortilla chips   and sides of locos house-made salsa and sour cream."
6675,Locos Grill & Pub,Saint Simons Island,"two flour tortillas stuffed with your choice of steak  , chicken, chorizo or grouper with onions,   cilantro, pico de gallo and a spicy chipotle sauce. served with your choice of one side."
6678,Los Tres Hermanos,San Fernando,"your choice of beef or chicken in our special house sauce (very spice) , topped with ranchera sauce and melted cheese"
6684,Starbucks,Napa,"fresh oysters deep fried to a golden crispness and paired with beans, cabbage, creme and salsa and wrapped in a flour tortilla"
6686,Starbucks,Napa,"two corn tortillas stuffed with creamy potatoes and salted fish, fried crisp and served with a smoky salsa"
6690,Mi Rancho,Germantown,"three shredded beef or chicken grilled tacos with lettuce, tomato, avocados, and monterey jack cheese. served with rice and beans."
6692,Mi Rancho,Germantown,"three flour tortillas filled with shrimp, jalapenos, monterey jack cheese, and bacon. served with sliced avocado, rice, and a cheese puff."
6697,Marisco's Costa Azul,Santa Fe,"cuatro tacos fritos con carne, tocino y camaron preparados en la plancha y con much sazon four soft deep fried tacos with a combination of beef, shrimp, bacon, onions, tomatoes and avocados"
6706,Tacos Jalisco,Vallejo,"we use soft corn tortillas your choice of meat, onions, cilantro and avocado cheese or sour cream is 25 cents each"
6722,Mackenzie River Pizza Grill & Pub,Spokane,"two flour tortillas with spicy grilled or breaded cod fillets, pineapple salsa, shredded lettuce and avocado sour cream. served with blue tortilla chips and house salsa."
6725,Etch,Nashville,"lemon sesame sumac market fish, tomato aleppo salsa, feta cream, eggplant, corn tortillas, red cabbage, green harissa, cilantro"
6729,La Fiesta,Tallahassee,one beef burrito topped with cheese dip and enchilada sauce. served with spanish rice and refried beans.
6730,La Fiesta,Tallahassee,flour tortilla filled with steak or chicken fajitas. topped with spicy cheese sauce and served with a guacamole salad or spanish rice and refried beans.
6731,La Fiesta,Tallahassee,"three soft flour tortillas filled with grilled chicken. served with lettuce, tomato, and cheese dip on the side."
6738,Taqueria Los Portales,Chicago,"with lettuce, onions, cilantro, beans, tomatoes, sour cream and cheese then topped with melted cheese and tomato sauce."
6741,City Mex Grill,Signal Hill,"your choice of meat, delicious black or pinto beans, jack cheese and salsa, wrapped in a hot flour tortilla."
6758,The Broken Yolk,Mesa,"two corn tortillas filled with beef chorizo sausage, scrambled eggs and fresh avocado. topped with our homemade salsa and cotija cheese. served with mexican rice and black beans."
6759,The Broken Yolk,Mesa,"scrambled eggs, bacon, cheddar cheese, homefries and fresh avocado wrapped in a flour tortilla. served with our homemade salsa, mexican rice and refried beans."
6760,The Broken Yolk,Mesa,"scrambled eggs with onions, bell peppers, tomatoes, seasoned shredded beef and cheddar cheese wrapped in a flour tortilla and smothered in our homemade salsa verde. topped with sour cream, sliced avocado and fresh salsa."
6761,The Broken Yolk,Mesa,"three mini corn tortillas filled with carne asada or grilled chicken, topped with chopped cilantro and onions. served with fresh guacamole, our homemade salsa, mexican rice and refried beans."
6769,Cowboys Saloon and Grill,Fort Lauderdale,"three flour tortillas with blackened or fried mahi mahi, coleslaw, salsa, and drizzled with a cilantro chipoltle sauce."
6770,Cowboys Saloon and Grill,Fort Lauderdale,"three flour tortillas with blackened or fried mahi mahi, coleslaw, salsa and drizzled with a cilantro chipotle sauce"
6777,Dark Star Cafe,Beach Haven,"scrambled eggs with sausage, peppers, onions, cheese and home fries, wrapped in a flour tortilla. served with panama red salsa and sour cream"
6778,Los Rancheros,Lakeside,"grilled steak or chicken burrito with grilled nopales and onions. topped with chipotle sauce. accompanied with lettuce, tomato and sour cream. includes your choice of rice and beans"
6780,Los Rancheros,Lakeside,"chicken, beef, rice and beans rolled in a large flour tortilla, topped with salsa ranchero, beef tips and sour cream."
6781,Los Rancheros,Lakeside,"a large burrito filled with grilled chicken or steak, beans and cheese, rolled and plated with guacamole, sour cream and pico di gallo."
6782,Los Rancheros,Lakeside,"this hearty steak burrito is covered with your choice of red or green sauce, garnished with lettuce, tomatoes, and sour cream. served with bean or rice."
6785,Rolling Scones,Goshen,"two free-range eggs, onion, red bell pepper, green olives, cheddar cheese, salsa and sour cream, on a whole wheat or white flour tortilla."
6786,O'Leary's Tiki Bar & Grill,Sarasota,"breakfast burrito filled with scrambled eggs, pepper jack cheese, sliced jalapenos and salsa. accompanied with hash browns."
6787,La Palapa 3,Silver Spring,"two marinated steak tacos topped with onions, cilantro, and spicy green tomatillo sauce. served on corn tortillas"
6788,Jalama Beach Cafe,Lompoc,"black forest ham steak diced with scrambled eggs, cheeses, hash browns and diced green onions wrapped in a flour tortilla grande."
6789,Jalama Beach Cafe,Lompoc,"bacon, ham and linguiza with three large aa eggs, hash browns, bell peppers, diced green onions with a splash of tomatoes wrapped in a two flour tortilla grandes. hash browns served on the side."
6790,Steffens Restaurant,Kingsland,"grande tortilla stuffed with three eggs, sausage patty, onion, pepper and american cheese. served with grits, homefries or hotcake"
6798,Palm House,San Francisco,"toasted flour tortilla, braised chuck roast, sofrito, caramelized onion, mojo rojo, queso fresco, cilantro"
6801,Jill's In The St Julien Hotel,Boulder,"scrambled eggs, chorizo, avocado, tomatoes roasted poblano peppers, onions, pepper jack and cheddar cheeses"
6804,Barrier Jack's,Cocoa Beach,"soft flour or crispy corn tortillas shredded chicken beef or fish (grilled, broiled blackened or beer battered)"
6811,Leonor's Vegetarian Mexican Restaurant,North Hollywood,"whole wheat chapattis tortillas, stuffed with forever young brown rice, steamed pinto beans, avocado, soy cheese, chopped tomatoes, red onions. cilantro on request."
6812,La Torta Loca,Los Angeles,"includes choice of meat, cilantro white rice, black beans, grilled corn, cilantro, bell pepper and onions, sour cream, guacamole, cheese, and salsa."
6827,Lolaâ€™s Mexican Kitchen,White Plains,"giant flour tortilla stuffed with mexican rice, sliced avocado, melted cheese and black beans, topped with sour cream"
6828,Happy Jack's,Leominster,"your choice of grilled chicken or steak with onions and peppers rolled in a large four tortilla and topped with rancharo sauce and jack cheese. served with coconut rice, black beans and sour cream"
6829,Happy Jack's,Leominster,"haddock chunks, lightly breaded and deep fried. served in three soft flour tortillas with lettuce and jack cheese. served with pico de gallo and chipotle mayo."
6830,Happy Jack's,Leominster,"marinated and charbroilded chicken or steak with jack cheese and fresh pico de gallo wrapped inside two flour tortillas. served with coconut rice, black beans and picante sauce."
6833,Baja Fresh,Orlando,"your choice of charbroiled chicken, pork carnitas or charbroiled steak, served in a home-style grilled flour tortilla with lettuce, chopped tomato, jack and cheddar cheese with salsa."
6835,Baja Fresh,Orlando,"baja rice, freshly simmered black or pinto beans, fresh chopped cilantro and onions and your choice of salsa."
6836,Baja Fresh,Orlando,"or try fresh fish, charbroiled, served in grilled corn tortillas with sliced avocado, cabbage, pico de gallo salsa and zesty avocado salsa."
